Review title,Username,Review,Rating
Amazing and awesome stay! Will definitely return,Cara,"Pan Pacific has always been our first choice of staycation in Singapore for a relaxing getaway due to its friendly staff and the level 38 lounge with a breathtaking view for many years, however our previous staycation ( a first since the start of the Covid) was disappointing. We are having 2nd thoughts if we will make Pan Pacific our next staycation option. What has make the difference and have made Pan Pacific our preferred hotels again, all thanks to 1.	 A staff who is professional and genuinely interested in asking feedback  during our previous Dec’20 checkout 2.	Jayrick who has make our recent 6 days stay the most memorable one with his personalized touch with the arrangement of red wine + cake for my birthday celebration. 3.	Special thanks to the team at Club (Level 38), …",5
Efficient Check-In,Fiq Juraimi,"Checked in on 20/03/2021. While queuing, we were approached by officer Khalili. He made the check-in fast and breeze. We had a pleasant check in. Great customer service here!  Hotel amenities were great too. Room was spacious and we got a high floor room which was great too!  Would definitely return again not just because of the hotel amenities, but the friendly and great staffs they have too! Well done!",5
Staycation,Hafiz,"There was a bit of a queue during check-in on 18/3. However, ground staff including the Guest Services Executive was efficient to ensure hotel guests are happy.   Will definitely come to stay for next staycation :)",4
Mermorable visit to Pan Pacific Singapore,Carlene Yeo,"I have a memorable one day stay with my girls on the 18th March 2021. We was served by Mr Abhi during our check in time for the ""HERO""(Healthcare Employees Recognition & Ovation). Despite the long que for the check in,we que for an hour to check in. Mr Abhi displayed his patience,professionalism and good service towards us! Thank you so much,Mr Abhi! For you excellence service on the 18th March 2021.",5
"A quiet, classy and well-designed hotel",Alyssa O,"The room was well-equipped with automatic curtains that could black out both the bedrooms and toilet. Loved that the toilet had three shower features too!   I’d like to thank Ahbi for the smooth check in and also Azminah for walking me through over the phone with finding the hotel lobby in the mall after 11pm (and all the usual entrances were closed). Really appreciate the service and comfortable stay despite the new Covid normal. Although many guests were staying over this period, it was nice to see the staff being so friendly and kind :)",5
Worst staycation ever,DancingQuin,"We understood that it was the holidays and the hotel was packed. We booked a breakfast slot upon check in for next day’s breakfast.   As we turned up at breakfast, we were ushered to the lobby view. We placed our orders and was curious as the drinks were not in the menu. We asked about the choices that the restaurant offer.   From then on, after placing our orders, we were treated invisible, not even our attempt to raise or wave our hands could capture anyone’s attention to get some dark soya sauce for my soft-boiled egg. The nasi lemak’s rice was as though it was not cooked at all.   Janice also saw us seeking assistance but decided to speak with her 2 other indian gentlemen in suits.   After waiting for 15 minutes of no availability of assistance, we called the hotel main line…",1
Not what it seems,renu561,"The deal I bought gives me room upgrade and some free amenity( 2 local delights) but I didn’t get any of the 2. Housekeeping was abysmal. They still left all the dirty mugs, cups and bags of rubbish in my room. Housekeeping staff is irritated and one particular staff at the edge raises his voice at my hubby for asking for a spoon. Room service is equally bad. My food trolley was left outside my room for 24 hours at least! The leftover food started to smell that’s how bad it was. The only thing fast and efficient was the check out.",1
Great Stay!,atiqah602,The room and facilities in the hotel exceed my expectation! Though only downside was the check-in process. Check-in took some time. Maybe because it the March school holiday But still great experience! ,4
Classy and yet friendly hotel,FaithTan,"Check-in and check-out was a breeze. Staff at main entrance, concierge and dining area were friendly. Rooms and facilities around within hotel are noted to be very clean as well. Rooms are still fully carpeted.",5
Family Oriented Hotel - Super LOVING it,NiNa_ZaHiRaH,"We booked ‘Harbour Suite’ room and it is just LOVE 😍  Nothing else!   It’s huge Bath tub is what my kids kept talking about!  This is our 2nd time staying @ Pan Pacific Singapore! Reason being:  1. Super friendly staff and SUPERB SERVICE by their VIP Team especially Jayric, Jane, TJ and even their bellman are very well service oriented. Thank you so much for your kind assistance every before checking-In.  2. The huge bath tube and spacious room (Harbour Suite) are just love   3. Their pool provides unicorn float! Who does tht?? Tho it’s first come first serve...  4. Lounge staff celebrated my mum’s birthday and they are all so sweet! Even printed a picture of my family.   5. Sauna in their Harbour suite ROOM guys!!   6. Super convenient - connected to a mall & food, shopping…",5
So-So,craois,"For the price I paid for the family package, I don't think it was very worth it. Kids' activities were only happening on the weekends. Given that it's school holidays, they should have more kids activities even on weekdays.   The worse experience was at breakfast. I felt like I was eating in the canteen. Food choices were very limited, pale in comparison to pre-covid days. There were other hotels who could offer better menu even in covid times.   We were rushed to finish our breakfast within a certain time, food cannot be customised. They were all prepared beforehand and thrown onto your table. It was really a far cry from before.",3
