Review title,Username,Review,Rating
Great food and great service,Josh C,"Had a great time, we made a good choice selecting this place for the special occasion. Team Ida, Lotha and Rose really looked out for us and made sure we were all comfortable enjoying ourselves here. Course meal we had was great, I will definitely come back for food and the drinks. Thanks team for the wonderful experience here at Fullerton bay hotel",5
One of the best Roof Top in SGP 👍,FranckyPro,"Beautiful view of SGP. Very quiet and restful location. Food is good even if the menu is limited. Very nice waiters.  Large list of cocktails and wines.  One of the best, even the best one, Roof Top in SGP.",5
Fantastico y Estupendo,jaytara,"We enjoyed a 2-night staycation at Fullerton Bay Hotel, which we had previously glimpsed only while taking the Singapore River Cruise. They have done an absolutely superb job of blending the iconic facade of Clifford Pier with a smart low-rise hotel. Check-in was smooth,  our chosen pool and breakfast timings were  reconfirmed,  and we were shown to our room on Level 2. Perched a few feet above the waters of Marina Bay, the views from the room and balcony were magnificent, and we were tempted to just relax and let the world go by. The room was spacious, and well equipped with all the amenities, including a tub with bath salts, plus a rain shower. Wifi worked fine.  Service was effortlessly courteous and friendly in the breakfast room as well as the Lantern rooftop bar where the…",5
Great anniversary dinner!,Reuben G,Used the Epicurean voucher today and had a great time enjoying the delicious food! Great ambience and view was great! The service staff Ida and Idrus were really friendly and responsive to our needs! Thumbs up,5
Good food,debs,"food was okay but worth because we got the voucher from fullerton site. got the sea bass as my main but had a fishy and slightly dry taste. However, service was excellent. Idrus and Ida was very attentive and recommended excellent pairing wine.",5
"Great view, great service",travellers2324,"The view, atmosphere and service is great. We came with our 2yr old son Noah and all employees were so friendly and helpful. Noah says hi, especially to Loges! Thanks for the nice evening.  We will be coming back!",5
A Pleasant Experience,Joanne,"Had an enjoyable experience staying at The Fullerton Bay Hotel Singapore. The room came with a fantastic view. The breakfast selection was good, and the food was delicious. The staff we met were all very friendly and polite. Asenth from the concierge was very helpful and never failed to greet us with a smile when we leave and return. We look forward to returning soon!",5
Birthday Celebration,Toh P,Had an awesome dinner with very nice views of Marina Bay.  Thanks for the birthday cake and birthday card from the Lantern team.  Especially thanks to Mr Loges and his team for his excellent service. Recommended.,5
Impressive,Khai Shah,"Everything about this hotel is impressive. It is described as a luxury hotel and it is certainly that in every aspect i.e. the quality of the rooms, food, service and general ambiance that pervades the whole hotel. Had a wonderful stay and hope to stay here again. ",5
Drinks at Lantern,Maria,Great place fir drinks. Good service. Amazing view!!!! A must visit place for a romantic or friends meet up. The manu was ok but not many options to choose from. Very limited vegetarian options. Thx you,5
Casual Dinner with excellent view,Caius,I chanced upon the place and decide to go for a meal there with my fiancé. We had a wonderful night there with impeccable service from Idrus and Ida throughout the night. The duck confit was exceptional and left me wanting more of it. The window seat view and the ambience is really pretty for a couples night and we will definitely be back for more.,5
Awesome service and food!,Daphne,I was very impressed with the food that was served here. I ordered grilled côte de boeuf for 2. The beef was cool to perfection and super flavourful. Thumbs up for the beef served there. The service staff there was also top notch. I would like to compliment charisma and sunny for their service. They made sure that the food served was good and also went the extra mile to serve us without us requesting for it. Really appreciate such a service in a restaurant. Thank you charisma and sunny once again! Will definitely visit la brassiere again!,5
Great service and ambience,Mamamia,"Came here with my family for dinner on a weekday and was served by Sunny, she was very friendly and patient. Love the ambience and nice view. Food was okay. Would recommend couples to come here for a romantic dinner.",4
Special occasion,WL Chan,"Really enjoyed my dinner with my wife at La Brasserie at Fullerton Bay Hotel. Food was great and service was excellent! Thanks Idris, Sunny and especially Ida for the great service! We look forward to coming back again! ",5
Exceptional Service at The Landing Point,Putri,"It was our minimoon and first time visiting The Landing Point, but definitely won’t be our last. From start to end, the team provided top notch customer service.  1. Moving our seat to the window area for an impeccable skyline view. 2. Acknowledged our preference for no meat and alcoholic drinks. Even changed our whole plate for savoury top up, so there’s no mix with meat items. Very thoughtful details like this makes it extra special. 3. Received a complimentary cake for our minimoon celebration, and got our photo instantly printed as a memento.   Special thanks to Maria, Daniel, Idrus, Lotha and Xin Rong for a memorable experience :)",5
